event_id,event_type,event_subtype,asset_symbol,source,event_time_utc,pre_target_6h_utc,asset_price_pre_6h,asset_price_pre_6h_kline_time_utc,btc_price_pre_6h,btc_price_pre_6h_kline_time_utc,pre_asset_return_6h,pre_btc_return_6h,pre_event_abnormal_6h,post_event_abnormal_24h,price_in_ratio,price_in_flag,title
cand_01301,network_upgrade,upgrade_or_fork,BNB,news:bitcoinist,2026-05-20T13:30:46Z,2026-05-20T07:30:46Z,643.94,2026-05-20T07:31:00Z,77336.01,2026-05-20T07:31:00Z,-0.001242,-0.000871,-0.000372,0.01109,0.0,none,"XRP Is Not The Real Leader Of RWA Despite Its Popularity, Here’s Where The Real Volume Is | Bitcoinist.com"
cand_01275,stablecoin_flow,stablecoin_supply_or_flow,BNB,webhook,2026-05-20T13:55:13Z,2026-05-20T07:55:13Z,643.79,2026-05-20T07:56:00Z,77299.99,2026-05-20T07:56:00Z,-0.001631,-0.002441,0.00081,0.01038,0.072409,none,"Someone paid a 536.88 $BNB($343K) bribe fee to snipe $ZEST at launch, and ended up making ~$277K.

The sniper paid an ex"
cand_01086,halving,halving,BNB,news:watcherguru,2026-05-20T16:02:00Z,2026-05-20T10:02:00Z,644.64,2026-05-20T10:02:00Z,77574.15,2026-05-20T10:02:00Z,0.007803,-0.000778,0.008581,0.008177,0.512059,moderate,Binance BNB Down To $640 Support: Will Regulatory Clarity Help?
cand_01073,stablecoin_flow,stablecoin_supply_or_flow,ADA,news:cointelegraph,2026-05-20T16:15:44Z,2026-05-20T10:15:44Z,0.2496,2026-05-20T10:16:00Z,77579,2026-05-20T10:16:00Z,-0.000801,-0.002436,0.001635,-0.002943,0.0,none,"Bitcoin Price Fails to Retake $78,000 as Markets Eye Nvidia Earnings"
cand_01059,halving,halving,BNB,news:watcherguru,2026-05-20T16:27:33Z,2026-05-20T10:27:33Z,644.42,2026-05-20T10:28:00Z,77565.55,2026-05-20T10:28:00Z,0.003088,-0.006256,0.009344,0.00624,0.599587,moderate,"Trump Stocks: Should You Buy NFLX, DIS, JPM Like He Did?"
cand_01022,halving,halving,BNB,news:watcherguru,2026-05-20T17:02:00Z,2026-05-20T11:02:00Z,643.57,2026-05-20T11:02:00Z,77514.24,2026-05-20T11:02:00Z,0.007645,-0.002606,0.010251,0.005257,0.661004,moderate,"Is Micron Stock Too Expensive? Wall Street Eyes Massive $1,200 Rally"
cand_00968,whale_position,whale_wallet_position,BNB,news:bitcoinist,2026-05-20T18:00:46Z,2026-05-20T12:00:46Z,643.51,2026-05-20T12:01:00Z,77423.17,2026-05-20T12:01:00Z,0.009914,0.001974,0.00794,0.009199,0.463281,none,"XRP Whales Have Just Set An 8-Year Record, Is This The Start Of The Next Bull Run? | Bitcoinist.com"
cand_00939,halving,halving,BNB,news:watcherguru,2026-05-20T18:26:14Z,2026-05-20T12:26:14Z,643.63,2026-05-20T12:27:00Z,77498.02,2026-05-20T12:27:00Z,0.008561,0.000131,0.00843,0.010082,0.455369,none,"OpenAI Prepares to file for IPO in coming Weeks, Per WSJ"
cand_00925,exchange_listing,listing_delisting,AAVE,news:decrypt,2026-05-20T18:45:17Z,2026-05-20T12:45:17Z,87.97,2026-05-20T12:46:00Z,77586.58,2026-05-20T12:46:00Z,0.005229,-0.001877,0.007106,0.00564,0.557531,moderate,"OpenAI Set to File for IPO Within Days, Targeting September Listing: WSJ - Decrypt"
cand_00542,whale_position,whale_wallet_position,AAVE,webhook,2026-05-21T00:26:30Z,2026-05-20T18:26:30Z,88.5,2026-05-20T18:27:00Z,77508.18,2026-05-20T18:27:00Z,-0.001695,0.002571,-0.004266,-0.002101,0.669959,moderate,"🚨 🚨 🚨 🚨 🚨 🚨  128,383,520 $USDC (128,399,439 USD) transferred from Unknown Whale 1 to #Aave

https://t.co/yaSCb74hFx"
cand_00325,exchange_listing,listing_delisting,ADA,news:cointelegraph,2026-05-21T04:30:53Z,2026-05-20T22:30:53Z,0.2494,2026-05-20T22:31:00Z,77455.44,2026-05-20T22:31:00Z,0.010024,0.007093,0.002931,0.003872,0.430812,none,Nakamoto Reverse Stock Split as it Faces Nasdaq Delisting
cand_00020,network_upgrade,upgrade_or_fork,ADA,news:99bitcoins,2026-05-21T10:37:20Z,2026-05-21T04:37:20Z,0.2513,2026-05-21T04:38:00Z,77986.88,2026-05-21T04:38:00Z,-0.017111,-0.008317,-0.008794,0.019267,0.0,none,Solana's Q1 Report Is Out: What Network Data Means for Retail
